,mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,pfr_id,cfbref_id,rotowire_id,rotoworld_id,ktc_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season,cleaned_name,match_key,mapped_ids
11216,5162,,,,,,,,,,,,,,,,,0.0,,,R.J. Bowers,rj bowers,RB,FA,,,0.0,,,,,,,,2025,R.J. Bowers,R.J. Bowers_<NA>,
11217,5163,,,,,,,,,,,,,2387.0,,,,0.0,,,Elvis Joseph,elvis joseph,RB,FA,1978-08-30,42.7,0.0,,,,,73.0,217.0,Southern,2025,Elvis Joseph,Elvis Joseph_<NA>,
11218,5165,,,,,,,,,,,,,2303.0,,,,0.0,,,Jake Arians,jake arians,PK,FA,1978-01-26,43.3,0.0,,,,,71.0,203.0,,2025,Jake Arians,Jake Arians_<NA>,
11219,5166,,,,,,,,,,,,,2369.0,,,,0.0,,,Benjamin Gay,benjamin gay,RB,FA,,,0.0,,,,,73.0,227.0,,2025,Benjamin Gay,Benjamin Gay_<NA>,
11220,5167,,,,,,,,,,,,,2352.0,,,,0.0,,,Jason Brookins,jason brookins,RB,FA,1976-01-05,45.3,0.0,,,,,74.0,225.0,,2025,Jason Brookins,Jason Brookins_<NA>,
11221,5169,,,,,,,,,,,,,2309.0,,,,0.0,,,Jon Hilbert,jon hilbert,PK,FA,1975-07-15,45.8,0.0,,,,,74.0,228.0,,2025,Jon Hilbert,Jon Hilbert_<NA>,
11227,5177,,,,,,,,,,,,,2346.0,,,,0.0,,,Kevin Swayne,kevin swayne,WR,FA,1975-01-17,46.3,0.0,,,,,73.0,191.0,,2025,Kevin Swayne,Kevin Swayne_<NA>,
11228,5178,,,,,,,,,,,,,2358.0,,,,0.0,,,Marcus Knight,marcus knight,WR,FA,1978-06-19,42.9,0.0,,,,,73.0,180.0,Michigan,2025,Marcus Knight,Marcus Knight_<NA>,
11239,5409,,,,,,,,,,,,,,,,,0.0,,,Fred Mcafee,fred mcafee,RB,NOS,1972-07-14,48.8,0.0,,,,,,300.0,South Carolina,2025,Fred Mcafee,Fred Mcafee_<NA>,
11240,5412,,,,,,,,,,,,,,,,,0.0,,,Ed Mccaffrey,ed mccaffrey,WR,DEN,,,0.0,,,,,79.0,294.0,,2025,Ed Mccaffrey,Ed Mccaffrey_<NA>,
11242,5415,,,,,,,,,,,,,,,,,0.0,,,Wendell Davis,wendell davis,TE,FA,1975-10-24,45.5,0.0,,,,,,246.0,Temple,2025,Wendell Davis,Wendell Davis_<NA>,
11243,5418,,,,,,,,,,,,,1898.0,,,,0.0,,,Keenan Mccardell,keenan mccardell,WR,JAC,1974-06-03,46.9,0.0,,,,,76.0,293.0,Vanderbilt,2025,Keenan Mccardell,Keenan Mccardell_<NA>,
11244,5420,,,,,,,,,,,,,,,,,0.0,,,Justin Mccareins,justin mccareins,WR,TEN,1973-11-15,47.5,0.0,,,,,76.0,315.0,Texas A&M,2025,Justin Mccareins,Justin Mccareins_<NA>,
11247,5442,,,,,,,,,,,,,,,,,0.0,,,Fred Mccrary,fred mccrary,RB,SDC,1973-04-18,48.1,0.0,,,,,71.0,186.0,,2025,Fred Mccrary,Fred Mccrary_<NA>,
11252,5469,,,,,,,,,,,,,2135.0,,,,0.0,,,Jeremy Mcdaniel,jeremy mcdaniel,WR,BUF,1973-06-08,47.9,0.0,,,,,76.0,305.0,,2025,Jeremy Mcdaniel,Jeremy Mcdaniel_<NA>,
11259,5493,,,,,,,,,,,,,,,,,0.0,,,Kevin Mcdougal,kevin mcdougal,RB,IND,,,0.0,,,,,,,,2025,Kevin Mcdougal,Kevin Mcdougal_<NA>,
11260,5496,,,,,,,,,,,,,,,,,0.0,,,O.j. Mcduffie,oj mcduffie,WR,MIA,1976-03-12,45.2,0.0,,,,,68.0,168.0,,2025,O.j. Mcduffie,O.j. Mcduffie_<NA>,
11262,5503,,,,,,,,,,,,,,,,,0.0,,,Pete Gonzalez,pete gonzalez,QB,FA,1974-07-04,46.8,0.0,,,,,73.0,216.0,Pittsburgh,2025,Pete Gonzalez,Pete Gonzalez_<NA>,
11263,5508,,,,,,,,,,,,,,,,,0.0,,,Wane Mcgarity,wane mcgarity,WR,DAL,1973-07-15,47.8,0.0,,,,,75.0,330.0,North Carolina A&T,2025,Wane Mcgarity,Wane Mcgarity_<NA>,
11265,5514,,,,,,,,,,,,,,,,,0.0,,,Dameyune Craig,dameyune craig,QB,FA,1974-04-19,47.1,0.0,,,,,73.0,200.0,Auburn,2025,Dameyune Craig,Dameyune Craig_<NA>,
11268,5517,,,,,,,,,,,,,,,,,0.0,,,Mac Cody,mac cody,WR,FA,1972-08-07,48.8,0.0,,,,,,182.0,Memphis,2025,Mac Cody,Mac Cody_<NA>,
11270,5524,,,,,,,,,,,,,1218.0,,,,0.0,,,Scott Dreisbach,scott dreisbach,QB,FA,,,0.0,,,,,,,,2025,Scott Dreisbach,Scott Dreisbach_<NA>,
11274,5529,,,,,,,,,,,,,1238.0,,,,0.0,,,Brian Gowins,brian gowins,PK,FA,,,0.0,,,,,,,,2025,Brian Gowins,Brian Gowins_<NA>,
11277,5532,,,,,,,,,,,,,1246.0,,,,0.0,,,Basil Mitchell,basil mitchell,RB,FA,,,0.0,,,,,70.0,200.0,TCU,2025,Basil Mitchell,Basil Mitchell_<NA>,
11287,5543,,,,,,,,,,,,,,,,,0.0,,,Ronnie Powell,ronnie powell,WR,FA,,,0.0,,,,,70.0,174.0,,2025,Ronnie Powell,Ronnie Powell_<NA>,
11289,5545,,,,,,,,,,,,,,,,,0.0,,,Robert Farmer,robert farmer,RB,FA,,,0.0,,,,,,,,2025,Robert Farmer,Robert Farmer_<NA>,
11298,5558,,,,,,,,,,,,,,,,,0.0,,,Matt Snider,matt snider,RB,FA,1976-01-26,45.3,0.0,,,,,74.0,243.0,Richmond,2025,Matt Snider,Matt Snider_<NA>,
11299,5559,,,,,,,,,,,,,1271.0,,,,0.0,,,Andre Cooper,andre cooper,WR,FA,1975-06-21,45.9,0.0,,,,,74.0,210.0,Florida State,2025,Andre Cooper,Andre Cooper_<NA>,
11300,5560,,,,,,,,,,,,,,,,,0.0,,,Yo Murphy,yo murphy,WR,FA,1971-05-11,50.0,0.0,,,,,70.0,178.0,Idaho,2025,Yo Murphy,Yo Murphy_<NA>,
11308,5568,,,,,,,,,,,,,,,,,0.0,,,Paul Shields,paul shields,RB,FA,1976-01-31,45.3,0.0,,,,,,238.0,Arizona,2025,Paul Shields,Paul Shields_<NA>,
11311,5573,,,,,,,,,,,,,915.0,,,,0.0,,,Danny Kight,danny kight,PK,FA,1971-08-18,49.7,0.0,,,,,,200.0,,2025,Danny Kight,Danny Kight_<NA>,
11319,5584,,,,,,,,,,,,,1250.0,,,,0.0,,,Cory Sauter,cory sauter,QB,FA,1974-11-21,46.5,0.0,,,,,76.0,215.0,Minnesota,2025,Cory Sauter,Cory Sauter_<NA>,
11322,5589,,,,,,,,,,,,,2675.0,,,,0.0,,,Mike Mcmahon,mike mcmahon,QB,DET,,,0.0,,,,,74.0,298.0,Miami (Fla.),2025,Mike Mcmahon,Mike Mcmahon_<NA>,
11323,5590,,,,,,,,,,,,,,,,,0.0,,,Dan Dercher,dan dercher,TE,FA,1976-06-02,44.9,0.0,,,,,77.0,293.0,Kansas,2025,Dan Dercher,Dan Dercher_<NA>,
11328,5603,,,,,,,,,,,,,,,,,0.0,,,Charles Kirby,charles kirby,RB,FA,,,0.0,,,,,,,,2025,Charles Kirby,Charles Kirby_<NA>,
11330,5605,,,,,,,,,,,,,,,,,0.0,,,Lennox Gordon,lennox gordon,RB,FA,1978-04-09,43.1,0.0,,,,,71.0,201.0,New Mexico,2025,Lennox Gordon,Lennox Gordon_<NA>,
11331,5606,,,,,,,,,,,,,1503.0,,,,0.0,,,Lenzie Jackson,lenzie jackson,WR,FA,1977-06-17,43.9,0.0,,,,,72.0,188.0,Arizona State,2025,Lenzie Jackson,Lenzie Jackson_<NA>,
11333,5610,,,,,,,,,,,,,,,,,828109.0,,,Donovan Mcnabb,donovan mcnabb,QB,PHI,1975-07-12,45.8,0.0,,,,,,,Texas,2025,Donovan Mcnabb,Donovan Mcnabb_<NA>,
11334,5616,,,,,,,,,,,,,,,,,0.0,,,Brian Edwards,brian edwards,RB,FA,1976-06-06,44.9,0.0,,,,,73.0,221.0,East Tennessee St,2025,Brian Edwards,Brian Edwards_<NA>,
11337,5626,,,,,,,,,,,,,1396.0,,,,0.0,,,Jaret Holmes,jaret holmes,PK,FA,1976-03-03,45.2,0.0,,,,,72.0,203.0,Auburn,2025,Jaret Holmes,Jaret Holmes_<NA>,
11338,5627,,,,,,,,,,,,,2157.0,,,,0.0,,,Damon Dunn,damon dunn,WR,FA,1976-03-15,45.1,0.0,,,,,69.0,180.0,Stanford,2025,Damon Dunn,Damon Dunn_<NA>,
11339,5628,,,,,,,,,,,,,,,,,0.0,,,Cade Mcnown,cade mcnown,QB,CHI,1971-03-14,50.2,0.0,,,,,75.0,295.0,Syracuse,2025,Cade Mcnown,Cade Mcnown_<NA>,
11346,5640,,,,,,,,,,,,,1235.0,,,,0.0,,,Jeremy McDaniel,jeremy mcdaniel,WR,FA,1976-05-02,45.0,0.0,,,,,72.0,197.0,Arizona,2025,Jeremy McDaniel,Jeremy McDaniel_<NA>,
11352,5922,,,,,,,,,,,,,,,,,0.0,,,Brody Heffner-Liddiard,brody heffner-liddiard,TE,FA,,,0.0,,,,,,,,2025,Brody Heffner-Liddiard,Brody Heffner-Liddiard_<NA>,
11355,5925,,,,,,,,,,,,,,,,,0.0,,,Joe Perez,joe perez,WR,FA,1977-05-21,44.0,0.0,,,,,72.0,202.0,Murray State,2025,Joe Perez,Joe Perez_<NA>,
11356,5927,,,,,,,,,,,,,1491.0,,,,0.0,,,Herbert Goodman,herbert goodman,RB,FA,1977-08-31,43.7,0.0,,,,,71.0,203.0,,2025,Herbert Goodman,Herbert Goodman_<NA>,
11357,5928,,,,,,,,,,,,,1471.0,,,,750854.0,,,Maurice Smith,maurice smith,RB,GBP,1976-09-07,44.7,0.0,,,,,72.0,197.0,North Carolina A&T,2025,Maurice Smith,Maurice Smith_<NA>,
11358,5929,,,,,,,,,,,,,1477.0,,,,0.0,,,Kris Heppner,kris heppner,PK,FA,1977-01-18,44.3,0.0,,,,,69.0,180.0,,2025,Kris Heppner,Kris Heppner_<NA>,
11362,5936,,,,,,,,,,,,,1507.0,,,,0.0,,,John Jones,john jones,TE,FA,1975-04-04,46.1,0.0,,,,,76.0,255.0,,2025,John Jones,John Jones_<NA>,
11363,5939,,,,,,,,,,,,,1357.0,,,,0.0,,,Kwame Cavil,kwame cavil,WR,FA,1979-05-03,42.0,0.0,,,,,74.0,203.0,Texas,2025,Kwame Cavil,Kwame Cavil_<NA>,
11367,5945,,,,,,,,,,,,,1587.0,,,,0.0,,,Kevin Thompson,kevin thompson,QB,FA,1977-07-27,43.8,0.0,,,,,77.0,236.0,Penn State,2025,Kevin Thompson,Kevin Thompson_<NA>,
11370,5948,,,,,,,,,,,,,1548.0,,,,0.0,,,Kevin McDougal,kevin mcdougal,RB,FA,,,0.0,,,,,71.0,304.0,,2025,Kevin McDougal,Kevin McDougal_<NA>,
11371,5949,,,,,,,,,,,,,,,,,0.0,,,Joshua Keur,joshua keur,TE,FA,1976-09-04,44.7,0.0,,,,,76.0,283.0,Michigan State,2025,Joshua Keur,Joshua Keur_<NA>,
11383,5972,,,,,,,,,,,,,,,,,0.0,,,Cory Geason,cory geason,TE,FA,1975-08-12,45.7,0.0,,,,,77.0,310.0,Tulane,2025,Cory Geason,Cory Geason_<NA>,
11385,5975,,,,,,,,,,,,,,,,,0.0,,,Rodnick Phillips,rodnick phillips,RB,FA,,,0.0,,,,,71.0,205.0,SMU,2025,Rodnick Phillips,Rodnick Phillips_<NA>,
11386,5976,,,,,,,,,,,,,,,,,0.0,,,James Hill,james hill,TE,FA,,,0.0,,,,,76.0,246.0,,2025,James Hill,James Hill_<NA>,
11396,5993,,,,,,,,,,,,,2351.0,,,,0.0,,,Tywan Mitchell,tywan mitchell,TE,FA,1975-12-10,45.4,0.0,,,,,77.0,220.0,,2025,Tywan Mitchell,Tywan Mitchell_<NA>,
11411,6399,,,,,,,,,,,,,1568.0,,,,0.0,,,Matt Cercone,matt cercone,TE,JAC,1975-11-30,45.4,0.0,,,,,77.0,255.0,,2025,Matt Cercone,Matt Cercone_<NA>,
11415,6405,,,,,,,,,,,,,2395.0,,,,0.0,,,Arnold Jackson,arnold jackson,WR,FA,1977-04-09,44.1,0.0,,,,,68.0,167.0,Louisville,2025,Arnold Jackson,Arnold Jackson_<NA>,
11417,6407,,,,,,,,,,,,,2270.0,,,,0.0,,,Quentin McCord,quentin mccord,WR,FA,1978-06-26,42.9,0.0,,,,,,188.0,Kentucky,2025,Quentin McCord,Quentin McCord_<NA>,
11418,6408,,,,,,,,,,,,,2298.0,,,,0.0,,,Trevor Insley,trevor insley,WR,FA,1977-12-25,43.4,0.0,,,,,72.0,190.0,Nevada,2025,Trevor Insley,Trevor Insley_<NA>,
11421,6412,,,,,,,,,,,,,2480.0,,,,0.0,,,Johnny Huggins,johnny huggins,TE,FA,1976-03-29,45.1,0.0,,,,,75.0,245.0,Alabama State,2025,Johnny Huggins,Johnny Huggins_<NA>,
11426,6418,,,,,,,,,,,,,,,,,0.0,,,Matt Dominguez,matt dominguez,TE,NYJ,,,0.0,,,,,,,,2025,Matt Dominguez,Matt Dominguez_<NA>,
11439,6440,,,,,,,,,,,,,1482.0,,,,0.0,,,Matt Lytle,matt lytle,QB,FA,,,0.0,,,,,76.0,225.0,Pittsburgh,2025,Matt Lytle,Matt Lytle_<NA>,
11441,6442,,,,,,,,,,,,,,,,,0.0,,,Wes Ours,wes ours,RB,FA,1977-12-30,43.4,0.0,,,,,72.0,284.0,West Virginia,2025,Wes Ours,Wes Ours_<NA>,
11445,6446,,,,,,,,,,,,,,,,,0.0,,,Russell Stewart,russell stewart,TE,FA,,,0.0,,,,,76.0,250.0,Stanford,2025,Russell Stewart,Russell Stewart_<NA>,
11446,6447,,,,,,,,,,,,,,,,,0.0,,,Brian Natkin,brian natkin,RB,FA,,,0.0,,,,,,,,2025,Brian Natkin,Brian Natkin_<NA>,
11450,6451,,,,,,,,,,,,,,,,,0.0,,,Stephen Trejo,stephen trejo,RB,FA,1977-11-20,43.5,0.0,,,,,74.0,258.0,Arizona State,2025,Stephen Trejo,Stephen Trejo_<NA>,
11453,6454,,,,,,,,,,,,,2479.0,,,,0.0,,,Sean McDermott,sean mcdermott,TE,FA,1976-12-05,44.4,0.0,,,,,76.0,250.0,Kansas,2025,Sean McDermott,Sean McDermott_<NA>,
11457,6458,,,,,,,,,,,,,,,,,0.0,,,Phillip Crosby,phillip crosby,RB,FA,1976-11-05,44.5,0.0,,,,,,242.0,Tennessee,2025,Phillip Crosby,Phillip Crosby_<NA>,
11460,6462,,,,,,,,,,,,,,,,,0.0,,,Patrick Batteaux,patrick batteaux,WR,FA,,,0.0,,,,,,,,2025,Patrick Batteaux,Patrick Batteaux_<NA>,
11461,6463,,,,,,,,,,,,,,,,,0.0,,,Adam Young,adam young,TE,FA,,,0.0,,,,,,,,2025,Adam Young,Adam Young_<NA>,
11462,6464,,,,,,,,,,,,,2975.0,,,,0.0,,,Phil McGeoghan,phil mcgeoghan,WR,FA,1979-07-08,41.8,0.0,,,,,74.0,224.0,,2025,Phil McGeoghan,Phil McGeoghan_<NA>,
11463,6465,,,,,,,,,,,,,2436.0,,,,0.0,,,James Tuthill,james tuthill,PK,FA,1976-03-25,45.1,0.0,,,,,74.0,250.0,,2025,James Tuthill,James Tuthill_<NA>,
11468,6471,,,,,,,,,,,,,,,,,0.0,,,Scot Osborne,scot osborne,TE,FA,,,0.0,,,,,,,,2025,Scot Osborne,Scot Osborne_<NA>,
11469,6472,,,,,,,,,,,,,2393.0,,,,0.0,,,Roderick Robinson,roderick robinson,QB,FA,,,0.0,,,,,,,,2025,Roderick Robinson,Roderick Robinson_<NA>,
11470,6473,,,,,,,,,,,,,,,,,0.0,,,Josh Whitman,josh whitman,TE,FA,,,0.0,,,,,,245.0,Illinois,2025,Josh Whitman,Josh Whitman_<NA>,
11473,6476,,,,,,,,,,,,,,,,,0.0,,,John Waerig,john waerig,TE,FA,1976-04-08,45.1,0.0,,,,,74.0,254.0,Maryland,2025,John Waerig,John Waerig_<NA>,
11477,6481,,,,,,,,,,,,,,,,,0.0,,,Anthony Green,anthony green,RB,FA,1977-08-13,43.7,0.0,,,,,,245.0,West Virginia,2025,Anthony Green,Anthony Green_<NA>,
11479,6485,,,,,,,,,,,,,2459.0,,,,0.0,,,Kirk McMullen,kirk mcmullen,TE,CAR,1977-07-19,43.8,0.0,,,,,76.0,255.0,Pittsburgh,2025,Kirk McMullen,Kirk McMullen_<NA>,
11480,6487,,,,,,,,,,,,,2465.0,,,,0.0,,,Cedric Oglesby,cedric oglesby,PK,FA,,,0.0,,,,,,,,2025,Cedric Oglesby,Cedric Oglesby_<NA>,
11481,6488,,,,,,,,,,,,,,,,,0.0,,,Carl Fair,carl fair,RB,FA,,,0.0,,,,,,,,2025,Carl Fair,Carl Fair_<NA>,
11483,6490,,,,,,,,,,,,,,,,,0.0,,,Terry Witherspoon,terry witherspoon,RB,CIN,1975-08-22,45.7,0.0,,,,,71.0,250.0,Clemson,2025,Terry Witherspoon,Terry Witherspoon_<NA>,
11484,6491,,,,,,,,,,,,,,,,,0.0,,,Alvin Morrow,alvin morrow,TE,FA,,,0.0,,,,,,,,2025,Alvin Morrow,Alvin Morrow_<NA>,
11490,6498,,,,,,,,,,,,,2177.0,,,,0.0,,,Henry Burris,henry burris,QB,FA,1975-06-04,45.9,0.0,,,,,73.0,199.0,Temple,2025,Henry Burris,Henry Burris_<NA>,
11492,6500,,,,,,,,,,,,,2693.0,,,,0.0,,,James Fenderson,james fenderson,RB,FA,1976-10-24,44.5,0.0,,,,,69.0,200.0,Hawaii,2025,James Fenderson,James Fenderson_<NA>,
11497,6505,,,,,,,,,,,,,,,,,0.0,,,Reggie Torian,reggie torian,WR,FA,,,0.0,,,,,,,,2025,Reggie Torian,Reggie Torian_<NA>,
11503,6777,,,,,,,,,,,,,,,,,0.0,,,Ricky (ex-ind) Williams,ricky (ex-ind) williams,RB,FA,1978-08-29,42.7,0.0,,,,,,195.0,Texas Tech,2025,Ricky (ex-ind) Williams,Ricky (ex-ind) Williams_<NA>,
11507,6781,,,,,,,,,,,,,2814.0,,,,0.0,,,Charles Stackhouse,charles stackhouse,RB,FA,1980-04-11,41.1,0.0,,,,,74.0,252.0,Mississippi,2025,Charles Stackhouse,Charles Stackhouse_<NA>,
11509,6783,,,,,,,,,,,,,2668.0,,,,0.0,,,James Wofford,james wofford,RB,FA,1978-06-06,42.9,0.0,,,,,72.0,186.0,Nevada-Las Vegas,2025,James Wofford,James Wofford_<NA>,
11510,6784,,,,,,,,,,,,,2385.0,,,,0.0,,,Derek Dorris,derek dorris,WR,FA,1978-12-01,42.4,0.0,,,,,74.0,206.0,Texas Tech,2025,Derek Dorris,Derek Dorris_<NA>,
11516,6792,,,,,,,,,,,,,2793.0,,,,0.0,,,Anthony Bright,anthony bright,WR,FA,1977-03-28,44.1,0.0,,,,,73.0,170.0,,2025,Anthony Bright,Anthony Bright_<NA>,
11519,6796,,,,,,,,,,,,,2647.0,,,,0.0,,,Nick Davis,nick davis,WR,FA,1979-10-06,41.6,0.0,,,,,72.0,180.0,,2025,Nick Davis,Nick Davis_<NA>,
11520,6798,,,,,,,,,,134652.0,,,,,,,0.0,,,Nicolas Luchey,nicolas luchey,RB,FA,1977-03-30,44.1,0.0,,,,,,267.0,,2025,Nicolas Luchey,Nicolas Luchey_<NA>,
11522,6801,,,,,,,,,,,,,1591.0,,,,0.0,,,Albert Johnson,albert johnson,WR,FA,1977-11-11,43.5,0.0,,,,,69.0,190.0,,2025,Albert Johnson,Albert Johnson_<NA>,
11530,6817,,,,,,,,,,,,,2840.0,,,,0.0,,,Joe dean Davenport,joe dean davenport,TE,FA,1976-10-29,44.5,0.0,,,,,78.0,268.0,,2025,Joe dean Davenport,Joe dean Davenport_<NA>,
11531,6818,,,,,,,,,,,,,2833.0,,,,0.0,,,J.R. Jenkins,jr jenkins,PK,FA,,,0.0,,,,,73.0,195.0,,2025,J.R. Jenkins,J.R. Jenkins_<NA>,
11542,6842,,,,,,,,,,1695403.0,,,2756.0,,,,0.0,,,Anthony White,anthony white,RB,FA,1977-05-01,44.0,0.0,,,,,72.0,195.0,Kentucky,2025,Anthony White,Anthony White_<NA>,
11554,6866,,,,,,,,,,,,,,,,,0.0,,,James Jordan,james jordan,WR,SFO,1978-06-11,42.9,0.0,,,,,74.0,225.0,Louisiana Tech,2025,James Jordan,James Jordan_<NA>,
11559,6871,,,,,,,,,,,,,,,,,0.0,,,Henry Douglas,henry douglas,WR,FA,,,0.0,,,,,71.0,167.0,,2025,Henry Douglas,Henry Douglas_<NA>,
11561,6875,,,,,,,,,,,,,2086.0,,,,0.0,,,Rafael Cooper,rafael cooper,RB,FA,1975-01-08,46.3,0.0,,,,,71.0,202.0,,2025,Rafael Cooper,Rafael Cooper_<NA>,
11562,6876,,,,,,,,,,,,,,,,,0.0,,,Chris Edmonds,chris edmonds,RB,FA,1978-01-01,43.3,0.0,,,,,75.0,248.0,,2025,Chris Edmonds,Chris Edmonds_<NA>,
11563,6879,,,,,,,,,,,,,2332.0,,,,0.0,,,Justin Skaggs,justin skaggs,WR,FA,1979-04-22,42.0,0.0,,,,,74.0,200.0,,2025,Justin Skaggs,Justin Skaggs_<NA>,
11565,6881,,,,,,,,,,,,,,,,,0.0,,,Dondre Gilliam,dondre gilliam,WR,FA,1977-02-09,44.2,0.0,,,,,72.0,185.0,,2025,Dondre Gilliam,Dondre Gilliam_<NA>,
11570,6888,,,,,,,,,,,,,3503.0,2288.0,,,0.0,,,Clarence Coleman,clarence coleman,WR,FA,1980-06-04,40.9,0.0,,,,,70.0,190.0,,2025,Clarence Coleman,Clarence Coleman_<NA>,
11571,6889,,,,,,,,,,,,,3488.0,,,,0.0,,,Brady McDonnell,brady mcdonnell,TE,BUF,,,0.0,,,,,74.0,363.0,,2025,Brady McDonnell,Brady McDonnell_<NA>,
11577,6900,,,,,,,,,,,,,3464.0,,,,0.0,,,Corey Parchman,corey parchman,WR,GBP,,,0.0,,,,,,,,2025,Corey Parchman,Corey Parchman_<NA>,
11578,6901,,,,,,,,,,,,,,,,,0.0,,,Nathan Poole,nathan poole,WR,FA,1977-02-01,44.3,0.0,,,,,,212.0,,2025,Nathan Poole,Nathan Poole_<NA>,
11579,6902,,,,,,,,,,,,,2937.0,,,,0.0,,,Danny Boyd,danny boyd,PK,FA,1978-06-01,42.9,0.0,,,,,71.0,210.0,,2025,Danny Boyd,Danny Boyd_<NA>,
11582,6906,,,,,,,,,,,,,3537.0,,,,0.0,,,Atnaf Harris,atnaf harris,WR,DEN,1979-02-27,42.2,0.0,,,,,73.0,182.0,,2025,Atnaf Harris,Atnaf Harris_<NA>,
11585,6914,,,,,,,,,,,,,3330.0,,,,0.0,,,Jarmar Julien,jarmar julien,RB,FA,1979-12-11,41.4,0.0,,,,,,235.0,San Jose State,2025,Jarmar Julien,Jarmar Julien_<NA>,
11595,7193,,,,,,,,,,,,,3151.0,,,,0.0,,,Brad Banks,brad banks,QB,FA,1980-04-22,41.0,0.0,,,,,73.0,185.0,Iowa,2025,Brad Banks,Brad Banks_<NA>,
11604,7204,,,,,,,,,,,,,3302.0,,,,0.0,,,Kirk Farmer,kirk farmer,QB,FA,1979-08-27,41.7,0.0,,,,,77.0,218.0,Missouri,2025,Kirk Farmer,Kirk Farmer_<NA>,
11611,7216,,,,,,,,,,,,,2649.0,1574.0,,,0.0,,,Rashod Kent,rashod kent,TE,HOU,1980-06-07,40.9,0.0,,,,,78.0,275.0,Rutgers,2025,Rashod Kent,Rashod Kent_<NA>,
11619,7225,,,,,,,,,,,,,3477.0,,,,0.0,,,Joe Smith,joe smith,RB,FA,,,0.0,,,,,,,,2025,Joe Smith,Joe Smith_<NA>,
11627,7242,,,,,,,,,,,,,3160.0,230.0,,,0.0,,,Jason Gesser,jason gesser,QB,FA,,,0.0,,,,,,,,2025,Jason Gesser,Jason Gesser_<NA>,
11635,7253,,,,,,,,,,,,,3174.0,,,,0.0,,,Terrence Edwards,terrence edwards,WR,FA,,,0.0,,,,,,,,2025,Terrence Edwards,Terrence Edwards_<NA>,
11641,7267,,,,,,,,,,2079670.0,,,3510.0,,,,0.0,,,Kenny Clark,kenny clark,WR,FA,,,0.0,,,,,,,,2025,Kenny Clark,Kenny Clark_<NA>,
11648,7283,,,,,,,,,,,,,,,,,0.0,,,Arland Bruce,arland bruce,WR,FA,,,0.0,,,,,,,,2025,Arland Bruce,Arland Bruce_<NA>,
11651,7292,,,,,,,,,,,,,3366.0,198.0,,,0.0,,,Dwone Hicks,dwone hicks,RB,FA,,,0.0,,,,,,,,2025,Dwone Hicks,Dwone Hicks_<NA>,
11653,7294,,,,,,,,,,,,,3339.0,,,,0.0,,,Marquel Blackwell,marquel blackwell,QB,FA,,,0.0,,,,,,,,2025,Marquel Blackwell,Marquel Blackwell_<NA>,
11660,7304,,,,,,,,,,,,,3596.0,,,,0.0,,,Kevin Ware,kevin ware,TE,FA,,,0.0,,,,,,,,2025,Kevin Ware,Kevin Ware_<NA>,
11665,7312,,,,,,,,,,,,,2640.0,,,,0.0,,,Ken Simonton,ken simonton,RB,FA,,,0.0,,,,,,,,2025,Ken Simonton,Ken Simonton_<NA>,
11668,7315,,,,,,,,,,,,,,,,,0.0,,,Antoine Burns,antoine burns,WR,FA,,,0.0,,,,,,,,2025,Antoine Burns,Antoine Burns_<NA>,
11673,7325,,,,,,,,,,,,,3383.0,,,,0.0,,,Joffrey Reynolds,joffrey reynolds,RB,FA,,,0.0,,,,,,,,2025,Joffrey Reynolds,Joffrey Reynolds_<NA>,
11675,7327,,,,,,,,,,,,,,,,,0.0,,,Dan Stricker,dan stricker,WR,FA,,,0.0,,,,,,,,2025,Dan Stricker,Dan Stricker_<NA>,
11686,7346,,,,,,,,,,,,,3698.0,,,,0.0,,,John Lewis,john lewis,WR,FA,,,0.0,,,,,,,,2025,John Lewis,John Lewis_<NA>,
11687,7348,,,,,,,,,,,,,,,,,0.0,,,Ben Miller,ben miller,RB,FA,,,0.0,,,,,,,,2025,Ben Miller,Ben Miller_<NA>,
11696,7360,,,,,,,,,,,,,,,,,0.0,,,Jonathan Reese,jonathan reese,RB,FA,,,0.0,,,,,,,,2025,Jonathan Reese,Jonathan Reese_<NA>,
11701,7368,,,,,,,,,,,,,,,,,0.0,,,Joshua Rue,joshua rue,RB,ARI,,,0.0,,,,,,,,2025,Joshua Rue,Joshua Rue_<NA>,
11710,7380,,,,,,,,,,,,,3504.0,,,,0.0,,,Ray Jackson,ray jackson,RB,FA,,,0.0,,,,,,,,2025,Ray Jackson,Ray Jackson_<NA>,
11715,7646,,,,,,,,,,493714.0,,,3823.0,2950.0,,,0.0,,,Fred Russell,fred russell,RB,FA,,,0.0,,,,,,,Louisville,2025,Fred Russell,Fred Russell_<NA>,
11738,7677,,,,,,,,,,,,,4077.0,,,,0.0,,,Mike Brake,mike brake,TE,FA,1999-12-30,21.4,0.0,,,,,,,,2025,Mike Brake,Mike Brake_<NA>,
11762,7715,,,,,,,,,,,,,,,,,0.0,,,Matt Stanley,matt stanley,RB,FA,,,0.0,,,,,,,,2025,Matt Stanley,Matt Stanley_<NA>,
